Bil,Nama Taman,Daerah,Mukim,Poskod,Bilangan Rumah
756,Taman Bunga Kertas,Port Dickson,PASIR PANJANG,"71,250",15
757,Taman Tiara    ,Port Dickson,PASIR PANJANG,"71,250",18
758,Taman Anika,Port Dickson,PASIR PANJANG,"71,250",133
759,Taman Harum Manis   ,Port Dickson,PASIR PANJANG,"71,250",20
760,Taman Green View,Port Dickson,PASIR PANJANG,"71,250",397
761,Taman Peranginan Mutiara,Port Dickson,PASIR PANJANG,"71,250",252
762,Taman Setia ,Port Dickson,PASIR PANJANG,"71,250",90
763,Taman Sri Cermai,Port Dickson,PASIR PANJANG,"71,250",31
764,Taman Chye,Port Dickson,PASIR PANJANG,"71,250",42
765,Taman Pasir Panjang,Port Dickson,PASIR PANJANG,"71,250",13
766,Taman Sengkang (Fasa 1),Port Dickson,PASIR PANJANG,"71,250",72
767,Taman Bukit Cendana,Port Dickson,PASIR PANJANG,"71,250",56
768,Taman Angsana,Port Dickson,PASIR PANJANG,"71,250",52
769,Taman Belian,Port Dickson,PASIR PANJANG,"71,250",22
770,Taman Jati,Port Dickson,PASIR PANJANG,"71,250",26
771,Taman Pulai,Port Dickson,PASIR PANJANG,"71,250",10
772,Taman Markisa (beribu lagenda),Port Dickson,PASIR PANJANG,"71,250",25
773,Taman Linggi,Port Dickson,LINGGI,"71,150",66
774,Taman Air Kuning,Port Dickson,LINGGI,"71,150",26
775,Taman Mewah Linggi,Port Dickson,LINGGI,"71,150",69
776,Taman Bukit Kempas,Port Dickson,LINGGI,"71,150",135
777,Taman Desa PD,Port Dickson,LINGGI,"71,150",1281
778,Taman Desa Pinggitan,Port Dickson,LINGGI,"71,150",25
779,Taman Linggi Maju,Port Dickson,LINGGI,"71,150",54
780,Taman Linggi Fasa 3,Port Dickson,LINGGI,"71,150",24
781,Taman Tasik Bahau,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,49
782,TAMAN KHAYA,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,59
783,TAMAN MERBAU,Jempol,BANDAR BAHAU,72100,52
784,TAMAN TANJUNG,Jempol,PEKAN BAHAU,72100,97
785,RUMAH RAKYAT BAHAU,Jempol,BANDAR BAHAU,72100,50
786,TAMAN AKASIA,Jempol,KUALA JEMPOL,72100,48
787,TAMAN MEDANG,Jempol,BANDAR BAHAU & ROMPIN,72100,14
788,TAMAN KHAYA HEIGHTS,Jempol,PEKAN BAHAU,72100,24
789,TAMAN BINJAI,Jempol,PEKAN BAHAU,72100,10
790,RUMAH RAKYAT BAHAU 1,Jempol,BANDAR BAHAU,72100,141
791,TAMAN RASA SAYANG,Jempol,PEKAN BAHAU,72100,244
792,TAMAN MERANTI,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,"1,057"
793,TAMAN AWANA INDAH ,Jempol,PEKAN BAHAU,72100,241
794,TAMAN MUHIBBAH,Jempol,PEKAN BAHAU,72100,96
795,TAMAN RIA,Jempol,BANDAR BAHAU,72100,45
796,TAMAN CEMPAKA,Jempol,PEKAN BAHAU,72100,173
797,TAMAN SRI PELATING,Jempol,PEKAN BAHAU,72100,109
798,TAMAN TIMUR,Jempol,BANDAR BAHAU,72100,86
799,TAMAN ACBE,Jempol,BANDAR BAHAU,72100,497
800,TAMAN SORNAM,Jempol,BANDAR BAHAU,72100,110
801,TAMAN KSM,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,42
802,TAMAN SUM HUP,Jempol,BANDAR BAHAU,72100,69
803,TAMAN BAHAU INDAH,Jempol,BANDAR BAHAU,72100,252
804,TAMAN BAHAU ,Jempol,PEKAN BAHAU,72100,780
805,TAMAN DESA PUTERI,Jempol,PEKAN BAHAU,72100,520
806,TAMAN ANGKASA,Jempol,PEKAN BAHAU,72100,98
807,TAMAN JUARA,Jempol,PEKAN BAHAU,72100,224
808,TAMAN MELOR,Jempol,PEKAN BAHAU,73500,89
809,RUMAH RAKYAT ROMPIN 1,Jempol,PEKAN ROMPIN,73500,32
810,TAMAN MATAHARI,Jempol,PEKAN MAHSAN,72100,18
811,TAMAN BAKAR BATU,Jempol,BANDAR BAHAU,72100,79
812,TAMAN MELATI,Jempol,PEKAN BAHAU,72100,29
813,PEKAN ROMPIN/TAMAN ROMPIN BARU,Jempol,PEKAN ROMPIN,73500,20
814,TAMAN SAUJANA,Jempol,PEKAN ROMPIN,73500,5
815,TAMAN DESA ROMPIN,Jempol,PEKAN ROMPIN,73500,29
816,TAMAN TERATAI,Jempol,PEKAN MAHSAN,72100,156
817,TAMAN MAHSAN,Jempol,PEKAN MAHSAN,72100,263
818,TAMAN SRI MAHSAN,Jempol,PEKAN MAHSAN,72100,439
819,TAMAN SRI MUTIARA,Jempol,BANDAR BAHAU,72100,22
820,RUMAH RAKYAT MAHSAN 1,Jempol,PEKAN MAHSAN,72100,50
821,RUMAH RAKYAT BAHAU 3,Jempol,BANDAR BAHAU,72100,70
822,RUMAH RAKYAT MAHSAN 2,Jempol,PEKAN MAHSAN,72100,50
823,TAMAN SAGA,Jempol,SERTING ULU,72100,29
824,TAMAN CEMARA,Jempol,SERTING ULU,72100,13
825,TAMAN JATI,Jempol,BANDAR BAHAU,72100,28
826,TAMAN SERTING JAYA,Jempol,PEKAN BAHAU,72100,91
827,TAMAN JEMPOL,Jempol,BANDAR BAHAU,72100,45
828,DESA PERMAI SERTING INDAH,Jempol,SERTING ULU,72100,124
829,RUMAH RAKYAT SERTING TENGAH,Jempol,SERTING ULU,72200,100
830,TAMAN SERI AIR HITAM,Jempol,SERTING ULU,72200,46
831,TAMAN BINTANG,Jempol,SERTING ULU,72120,20
832,TAMAN SAGA 1/DILLENIA,Jempol,SERTING ULU,72200,28
833,TAMAN PERMATA,Jempol,SERTING ULU,72100,29
834,TAMAN JED,Jempol,SERTING ULU,72200,20
835,TAMAN KEPAYANG,Jempol,KUALA JEMPOL,72200,97
836,TAMAN SATELITE,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,711
837,TAMAN SERI JEMPOL,Jempol,PEKAN BAHAU,72100,58
838,TAMAN TUANKU PUAN CHIK,Jempol,PEKAN BAHAU,72100,221
839,RUMAH RAKYAT BATU KIKIR 1,Jempol,PEKAN BATU KIKIR,72100,50
840,TAMAN DESA PENARIKAN,Jempol,PEKAN BAHAU,72100,236
841,TAMAN SETIA BUDI,Jempol,PEKAN BATU KIKIR,72200,25
842,TAMAN MAWAR,Jempol,PEKAN BATU KIKIR & KUALA JEMPOL,72100,162
843,TAMAN DESA DATO MUDA,Jempol,PEKAN BATU KIKIR,72200,47
844,TAMAN BERINGIN,Jempol,PEKAN BATU KIKIR,72200,24
845,RUMAH RAKYAT BATU KIKIR 2,Jempol,PEKAN BATU KIKIR,72200,66
846,TAMAN KRISTAL,Jempol,KUALA JEMPOL,72200,47
847,RUMAH RAKYAT JAMBU LAPAN,Jempol,PEKAN BAHAU,72200,200
848,TAMAN DELIMA,Jempol,KUALA JEMPOL,72200,16
849,RUMAH RAKYAT BATU KIKIR 3,Jempol,PEKAN BATU KIKIR,72100,100
850,TAMAN MARIKH,Jempol,KUALA JEMPOL,72100,68
851,TAMAN MUSYTARI,Jempol,KUALA JEMPOL,72200,78
852,TAMAN ZUHAL,Jempol,KUALA JEMPOL,72200,33
853,TAMAN ZAMRUD,Jempol,KUALA JEMPOL,72200,200
854,TAMAN SURIA,Jempol,KUALA JEMPOL,72200,13
855,TAMAN SRI SERTING,Jempol,BANDAR SERTING,72200,463
856,TAMAN SERTING INDAH,Jempol,BANDAR SERTING,72100,357
857,TAMAN SERTING UTAMA,Jempol,BANDAR SERTING,72120,144
858,FELDAJAYA,Jempol,BANDAR SERI JEMPOL,72120,88
859,TAMAN MEGAH,Jempol,PEKAN MAHSAN,72120,259
860,TAMAN KWANG HUP 2,Jempol,BANDAR BAHAU,72120,20
861,TAMAN MARGOSA,Jempol,ROMPIN,72100,93
862,TAMAN SRI ROMPIN,Jempol,ROMPIN,72100,339
863,TAMAN LELAYANG,Jempol,PEKAN LADANG GADDES,72100,104
864,RUMAH RAKYAT ROMPIN 2,Jempol,JELEI,73500,58
865,TAMAN MEDANG,Jempol,BANDAR BAHAU & ROMPIN,73500,28
866,TAMAN KWANG HUP ,Jempol,BANDAR BAHAU,73500,55
867,TAMAN CHENGAL,Jempol,ROMPIN,72100,241
868,TAMAN INTAN ,Jempol,PEKAN BATU KIKIR & KUALA JEMPOL,72100,128
869,TAMAN BAIDURI,Jempol,PEKAN BATU KIKIR,72100,28
870,TAMAN ARKED,Jempol,PEKAN BATU KIKIR,72200,30
871,TAMAN KASIH PUTERA,Jempol,PEKAN BAHAU & JELEI,72200,687
872,TAMAN SERTING PERTAMA,Jempol,BANDAR SERTING,72200,58
873,TAMAN PENAGA,Jempol,KUALA JEMPOL,72100,5
874,TAMAN GARSENIA,Jempol,PEKAN BAHAU,72100,56
875,TAMAN ARECA,Jempol,ROMPIN,72100,110
876,TAMAN SAKURA,Jempol,ROMPIN,72100,241
877,TAMAN ALAMANDA,Jempol,PEKAN MAHSAN,72100,6
878,TAMAN MARGOSA MAJU,Jempol,ROMPIN,72100,39
879,TAMAN BIDARA,Jempol,KUALA JEMPOL,72100,8
880,TAMAN BUCIDA,Jempol,BANDAR BAHAU,72100,15
881,TAMAN AMETIS,Tampin,TAMPIN TENGAH,73000,137
882,TAMAN BANDAR UTAMA TAMPIN,Tampin,REPAH,73000,"1,418"
883,TAMAN DESA PERMAI REPAH,Tampin,REPAH,73000,374
884,TAMAN REPAH BARU,Tampin,REPAH,73000,291
885,TAMAN BATU BELANG,Tampin,TAMPIN TENGAH,73000,141
886,TAMAN BATU BELANG JAYA,Tampin,TAMPIN TENGAH,73000,44
887,TAMAN BAHAGIA,Tampin,TAMPIN TENGAH,73000,53
888,TAMAN BUKIT INDAH,Tampin,TAMPIN TENGAH,73000,47
889,TAMAN BUKIT TAMPIN,Tampin,TAMPIN TENGAH,73000,363
890,TAMAN GUNUNG MAS,Tampin,TAMPIN TENGAH,73000,"1,357"
891,TAMAN HAJI BURHAN,Tampin,TAMPIN TENGAH,73000,25
892,TAMAN INDAH BARU,Tampin,TAMPIN TENGAH,73000,"2,409"
893,TAMAN INDAH LAMA,Tampin,TAMPIN TENGAH,73000,81
894,TAMAN KOLAM AIR,Tampin,TAMPIN TENGAH,73000,35
895,TAMAN MEENA JAYA,Tampin,TAMPIN TENGAH,73000,25
896,TAMAN BUKIT RIA,Tampin,TAMPIN TENGAH,73000,277
897,TAMAN RASA SAYANG,Tampin,TAMPIN TENGAH,73000,223
898,TAMAN SERI BELIAN,Tampin,TAMPIN TENGAH,73000,106
899,TAMAN SRI INTAN,Tampin,TAMPIN TENGAH,73000,101
900,TAMAN SERI MUTIARA,Tampin,TAMPIN TENGAH,73000,133
901,TAMAN SERI PERMAI,Tampin,TAMPIN TENGAH,73000,31
902,TAMAN TUNKU BESAR,Tampin,TAMPIN TENGAH,73000,145
903,TAMAN CLONLEE,Tampin,TAMPIN TENGAH,73000,"1,595"
904,TAMAN TAMPIN JAYA,Tampin,TAMPIN TENGAH,73000,39
905,TAMAN LENGGONG TAMPIN,Tampin,TAMPIN TENGAH,73000,19
906,TAMAN TAMPIN,Tampin,TAMPIN TENGAH,73000,191
907,TAMAN SURIA,Tampin,TAMPIN TENGAH,73000,172
908,TAMAN TAMPIN VIEW,Tampin,TAMPIN TENGAH,73000,53
909,TAMAN WOON,Tampin,TAMPIN TENGAH,73000,463
910,TAMAN MINANG,Tampin,TAMPIN TENGAH,73000,93
911,TAMAN SERI NURI,Tampin,GEMENCHEH,73200,85
912,TAMAN ASAHAN INDAH 2,Tampin,GEMENCHEH,73200,13
913,TAMAN ASAHAN INDAH 3,Tampin,GEMENCHEH,73200,16
914,TAMAN BUKIT GEMENCHEH,Tampin,GEMENCHEH,73200,80
915,TAMAN ASAHAN INDAH,Tampin,GEMENCHEH,73200,19
916,TAMAN DATO TAHA,Tampin,GEMENCHEH,73200,140
917,TAMAN BUNGA RAYA,Tampin,GEMENCHEH,73200,84
918,TAMAN GEMBIRA,Tampin,GEMENCHEH,73200,182
919,TAMAN NURI INDAH,Tampin,GEMENCHEH,73200,112
920,TAMAN GEMENCHEH HEIGHT,Tampin,GEMENCHEH,73200,43
921,TAMAN SRI INTAN,Tampin,GEMENCHEH,73200,104
922,TAMAN MERAK GEMENCHEH LAMA,Tampin,GEMENCHEH,73200,2
923,TAMAN GEMENCHEH JAYA,Tampin,GEMENCHEH,73200,92
924,TAMAN SRI INTAN,Tampin,GEMENCHEH,73200,99
925,TAMAN ORKID,Tampin,GEMENCHEH,73200,283
926,TAMAN MELOR,Tampin,GEMENCHEH,73200,28
927,TAMAN IMPIAN JAYA,Tampin,GEMENCHEH,73200,674
928,TAMAN MUHIBBAH,Tampin,GEMENCHEH,73200,313
929,TAMAN ASAHAN JAYA,Tampin,GEMENCHEH,73200,60
930,TAMAN PEKAN GEMENCHEH BARU,Tampin,GEMENCHEH,73200,680
931,TAMAN REGENT,Tampin,GEMENCHEH,73200,466
932,TAMAN SERI GEMENCHEH,Tampin,GEMENCHEH,73200,61
933,TAMAN SENTOSA,Tampin,GEMENCHEH,73200,30
934,TAMAN MELOR 2,Tampin,GEMENCHEH,73200,20
935,TAMAN MERAK,Tampin,GEMENCHEH,73200,59
936,TAMAN YUYI,Tampin,GEMENCHEH,73200,61
937,TAMAN KASTURI,Tampin,GEMENCHEH,73200,2
938,TAMAN ORKID 2,Tampin,GEMENCHEH,73200,51
939,TAMAN KASTURI,Tampin,GEMENCHEH,73200,350
940,TAMAN SUTERA,Tampin,BATANG MELAKA,73300,42
941,TAMAN BARU BATANG MELAKA,Tampin,BATANG MELAKA,73300,78
942,TAMAN SERI MUTIARA,Tampin,GEMAS,73400,230
943,TAMAN PINGGIRAN FELDA,Tampin,GEMAS,73400,336
944,TAMAN DESA BAKTI,Tampin,GEMAS,73400,76
945,TAMAN DESA PERMAI GEMAS,Tampin,GEMAS,73400,340
946,TAMAN SUNGAI GEMAS,Tampin,GEMAS,73400,252
947,TAMAN GEMAS INDAH,Tampin,GEMAS,73400,302
948,TAMAN GEMAS JAYA,Tampin,GEMAS,73400,206
949,TAMAN GEMAS GOLF RESORT,Tampin,GEMAS,73400,1
950,TAMAN MOLEK,Tampin,GEMAS,73400,72
951,TAMAN MURIS,Tampin,GEMAS,73400,49
952,TAMAN PASIR BESAR,Tampin,GEMAS,73400,146
953,TAMAN GEMAS SETIA,Tampin,GEMAS,73400,83
954,TAMAN SAHABAT GEMAS,Tampin,GEMAS,73400,195
955,TAMAN SENTOSA,Tampin,GEMAS,73400,421
956,TAMAN DAMAI (LOT ASAL 904),Tampin,GEMAS,73400,230
957,TAMAN GEMAS,Tampin,GEMAS,73400,35
958,TAMAN ARMANI,Tampin,GEMAS,73400,68
959,TAMAN KOMERSIAL PAHLAWAN,Tampin,GEMAS,73400,37
960,TAMAN JALAN NYALAS,Tampin,AIR KUNING,73410,24
961,TAMAN AIR KUNING,Tampin,AIR KUNING,73410,26
962,TAMAN SEMARAK,Tampin,AIR KUNING,73410,115
963,TAMAN SERI AIR KUNING,Tampin,AIR KUNING,73410,95
964,TAMAN AZALEA,Tampin,GEMENCHEH,73200,22
965,Taman Bukit Pilah Perdana,Kuala Pilah,Kuala Pilah,72000,162
966,Taman  Bukit Ara,Kuala Pilah,Ampang Tinggi,72000,72
967,Taman  Bukit Mutiara,Kuala Pilah,Ampang Tinggi,72000,80
968,Taman Ampang Tinggi,Kuala Pilah,Ampang Tinggi,72000,36
969,Taman Bestari,Kuala Pilah,Ampang Tinggi,72000,21
970,Taman Damai,Kuala Pilah,Ampang Tinggi,72000,24
971,Taman Desa Aman,Kuala Pilah,Ampang Tinggi,72000,144
972,Taman Desa Melang,Kuala Pilah,Ampang Tinggi,72000,506
973,Taman Fatimah,Kuala Pilah,Ampang Tinggi,72000,69
974,Taman Impian Utama,Kuala Pilah,Ampang Tinggi,72000,40
975,Taman Kuala Pilah,Kuala Pilah,Ampang Tinggi,72000,55
976,Taman Maya,Kuala Pilah,Ampang Tinggi,72000,28
977,Taman Melang,Kuala Pilah,Ampang Tinggi,72000,45
978,Taman Melang Utama,Kuala Pilah,Ampang Tinggi,72000,17
979,Taman Murni,Kuala Pilah,Ampang Tinggi,72000,13
980,Taman Nesa,Kuala Pilah,Ampang Tinggi,72000,82
981,Taman Permata,Kuala Pilah,Ampang Tinggi,72000,26
982,Taman Pilah Jaya,Kuala Pilah,Ampang Tinggi,72000,73
983,Taman Selasih,Kuala Pilah,Ampang Tinggi,72000,270
984,Taman Sentosa,Kuala Pilah,Ampang Tinggi,72000,97
985,Taman Setia Kasih,Kuala Pilah,Ampang Tinggi,72000,38
986,Taman Waja,Kuala Pilah,Ampang Tinggi,72000,248
987,Taman Wawasan,Kuala Pilah,Ampang Tinggi,72000,44
988,Taman Wira Jaya,Kuala Pilah,Ampang Tinggi,72000,385
989,Taman Wira Prade,Kuala Pilah,Ampang Tinggi,72000,75
990,Taman Permai,Kuala Pilah,Ulu Muar,72000,66
991,Taman Angkasa Jaya,Kuala Pilah,Ulu Muar,72000,31
992,Taman Fatimah,Kuala Pilah,Ulu Muar,72000,283
993,Taman Cita Jaya,Kuala Pilah,Ulu Muar,72000,71
994,Taman Jemapoh Murni,Kuala Pilah,Ulu Muar,72000,124
995,Taman Jemapoh Indah,Kuala Pilah,Ulu Muar,72000,63
996,Taman Suria,Kuala Pilah,Ulu Muar,72000,30
997,Taman Impian Putra,Kuala Pilah,Ulu Muar,72000,64
998,Taman Senimas,Kuala Pilah,Ulu Muar,72000,632
999,Taman Sema,Kuala Pilah,Pilah,72000,71
1000,Taman Angkasa Jaya,Kuala Pilah,Pilah,72000,70
1001,Taman Pilah Senaling,Kuala Pilah,Pilah,72000,86
1002,Taman Senaling,Kuala Pilah,Pilah,72000,27
1003,Taman Chin Joo,Kuala Pilah,Pilah,72000,30
1004,Taman Bukit Indah,Kuala Pilah,Pilah,72000,49
1005,Taman Bahagia Delima,Kuala Pilah,Pilah,72000,416
1006,Taman Dioh,Kuala Pilah,Pilah,72000,44
1007,Taman Bukit Intan,Kuala Pilah,Pilah,72000,318
1008,Taman Kiam Guan,Kuala Pilah,Pilah,72000,41
1009,Taman Tebat Kering,Kuala Pilah,Pilah,72000,219
1010,Taman Cemerlang,Kuala Pilah,Pilah,72000,33
1011,Taman Pendita,Kuala Pilah,Pilah,72000,30
1012,Taman Kasih,Kuala Pilah,Pilah,72000,6
1013,Taman Johol,Kuala Pilah,Johol,73100,47
1014,Taman Desa Permai Selaru,Kuala Pilah,Johol,73100,122
1015,Taman Air Mawang,Kuala Pilah,Johol,73100,202
1016,Taman Rasa Sayang,Kuala Pilah,Johol,73100,352
1017,Taman Dangi,Kuala Pilah,Kepis,73100,95
1018,Taman Muhibbah,Kuala Pilah,Kepis,73100,2223
1019,Taman Anggerik,Kuala Pilah,Juasseh,72500,61
1020,Taman Sri Gelugor,Kuala Pilah,Juasseh,72500,149
1021,Taman Jemapoh,Kuala Pilah,Juasseh,72500,120
1022,Taman Desa Permai,Kuala Pilah,Juasseh,72500,213
1023,Taman Pelangi,Kuala Pilah,Juasseh,72500,106
1024,Taman Putra,Kuala Pilah,Juasseh,72500,256
1025,Taman Mutiara,Kuala Pilah,Juasseh,72500,72
1026,Taman Harmoni,Kuala Pilah,Juasseh,72500,125
1027,Taman Melati Indah,Kuala Pilah,Juasseh,72500,210
1028,Taman Ros Setia,Kuala Pilah,Juasseh,72500,22
1029,Taman Sri Juasseh,Kuala Pilah,Juasseh,72500,51
1030,Taman Angsana,Kuala Pilah,Juasseh,72500,27
1031,Taman Sri Alam,Kuala Pilah,Juasseh,72500,74
1032,Taman Mekar,Kuala Pilah,Juasseh,72500,13
1033,Taman Juasseh Sentosa,Kuala Pilah,Juasseh,72500,352
1034,Taman Bayu,Kuala Pilah,Juasseh,72500,22
1035,Taman Sri Terachi,Kuala Pilah,Terachi,71500,32
1036,Taman Sri Ulu Bendul,Kuala Pilah,Terachi,71500,24
1037,Taman Jelebu 1,Jelebu,Bandar Kuala Klawang,71600,23
1038,Taman Jelebu 2,Jelebu,Bandar Kuala Klawang,71600,20
1039,Taman KSM,Jelebu,Mukim Kuala Klawang,71600,150
1040,Taman Mengkan,Jelebu,Mukim Kuala Klawang,71600,31
1041,Taman Bandar Tinggi,Jelebu,Mukim Kuala Klawang,71600,85
1042,Taman Klawang Jaya,Jelebu,Mukim Kuala Klawang,71600,26
1043,Taman Wangsa Indah,Jelebu,Mukim Kuala Klawang,71600,73
1044,Taman Dato Undang Abdullah,Jelebu,Mukim Kuala Klawang,71600,126
1045,Taman Dato Moyang Salleh,Jelebu,Mukim Kuala Klawang,71600,29
1046,Taman Dato Undang Abu Bakar,Jelebu,Mukim Kuala Klawang,71600,66
1047,Rumah Murah Larong,Jelebu,Mukim Kuala Klawang,71600,50
1048,Taman Hadapan Hospital,Jelebu,Mukim Kuala Klawang,71600,14
1049,Taman Sinar Setia,Jelebu,Pekan Kuala Klawang,71600,1
1050,Taman Sri Cempedak,Jelebu,Pekan Kuala Klawang,71600,31
1051,Taman Irama,Jelebu,Pekan Kuala Klawang,71600,160
1052,Taman Cengal,Jelebu,Pekan Kuala Klawang,71600,51
1053,Rumah Murah Petaling,Jelebu,Pekan Kuala Klawang,71600,188
1054,Taman Bukit Petaling,Jelebu,Pekan Kuala Klawang,71600,9
1055,Taman Petaling,Jelebu,Pekan Kuala Klawang,71600,10
1056,Taman Berlian,Jelebu,Pekan Kuala Klawang,71600,24
1057,Taman Angsana,Jelebu,Mukim Ulu Triang,71600,17
1058,Taman Jati,Jelebu,Mukim Ulu Triang,71600,50
1059,Taman Teja,Jelebu,Mukim Ulu Triang,71600,28
1060,Taman Sri Kenaboi,Jelebu,Mukim Glami Lemi,71650,166
1061,Taman Pekan Baru,Jelebu,Mukim Glami Lemi,71650,31
1062,Taman Titi,Jelebu,Mukim Titi,71650,97
1063,Taman Sri Jelebu,Jelebu,Mukim Titi,71650,56
1064,Taman Nagamas,Jelebu,Mukim Titi,71650,174
1065,Taman Kim San,Jelebu,Pekan Titi,71650,12
1066,Taman Mawar ,Jelebu,Mukim Glami Lemi,71650,250
1067,Taman Mok Sam,Jelebu,Pekan Titi,71650,34
1068,Desa Permai Titi,Jelebu,Pekan Titi,71650,142
1069,Rumah Murah Hosapa,Jelebu,Pekan Titi,71650,50
1070,Rumah Murah Mahfong,Jelebu,Pekan Titi,71650,50
1071,Taman Bukit Kempas,Jelebu,Mukim Glami Lemi,71650,444
1072,Taman Pertang,Jelebu,Pekan Pertang,72300,31
1073,Taman Bukit Pertang,Jelebu,Pekan Pertang,72300,93
1074,RRM Pertang,Jelebu,Pekan Pertang,72300,50
1075,Taman Teratai,Jelebu,Pekan Pertang,72300,30
1076,Taman Sri Pertang,Jelebu,MukimPertang,72300,117
1077,Taman Simpang Jaya,Jelebu,MukimPertang,72300,50
1078,Taman Sri Desa,Jelebu,MukimPertang,72300,187
1079,Taman Sri Perdana,Jelebu,MukimPertang,72300,73
1080,RRM Simpang Pertang 1,Jelebu,Pekan Simpang Pertang ,72300,50
1081,RRM Simpang Pertang 2,Jelebu,Pekan Simpang Pertang ,72300,50
1082,Taman Gunung Emas,Jelebu,Mukim Pertang ,72300,17
1083,Taman Durian Tipus,Jelebu,Mukim Triang Ilir,72400,16
1084,RRM Simpang Durian 1,Jelebu,Pekan Simpang Durian,72400,50
1085,RRM Simpang Durian 2,Jelebu,Pekan Simpang Durian,72400,100
1086,Desa Permai Simpang Durian,Jelebu,Mukim Triang Ilir,72400,126
1087,Taman Bunga Raya,Jelebu,Pekan Simpang Durian,72400,62
1088,Taman Seroja,Jelebu,Mukim Triang Ilir,72400,46
1089,TAMAN KEBUN KELAPA,Rembau,BANDAR REMBAU,"71,300",58
1090,TAMAN REMBAU PERDANA,Rembau,BATU HAMPAR,"71,300",52
1091,TAMAN REMBAU JAYA,Rembau,BATU HAMPAR,"71,300",157
1092,TAMAN REMBAU PERMATA,Rembau,BATU HAMPAR,"71,300",22
1093,TAMAN IMPIAN REMBAU ,Rembau,BATU HAMPAR,"71,300",17
1094,TAMAN REMBAU BAYU INDAH,Rembau,BATU HAMPAR,"71,300",487
1095,TAMAN SRI REMBAU ( BANGLO ),Rembau,PEKAN REMBAU,"71,300",400
1096,TAMAN SRI REMBAU FASA 1,Rembau,PEKAN REMBAU,"71,300",197
1097,TAMAN SRI REMBAU FASA 2,Rembau,PEKAN REMBAU,"71,300",362
1098,TAMAN SRI REMBAU FASA 3,Rembau,PEKAN REMBAU,"71,300",170
1099,TAMAN REMBAU UTAMA,Rembau,PEKAN REMBAU,"71,300",195
1100,TAMAN REMBAU UTAMA 2,Rembau,PEKAN REMBAU,"71,300",168
1101,TAMAN DESA PERMAI MAMPONG,Rembau,TANJUNG KLING,"71,300",198
1102,TAMAN KOPERASI (KSNS ),Rembau,PEKAN CHEMBONG,"71,400",100
1103,TAMAN DESA CHEMBONG,Rembau,PEKAN CHEMBONG,"71,300",344
1104,TAMAN CHEMBONG UTAMA,Rembau,PEKAN CHEMBONG,"71,300",187
1105,TAMAN DATO’ LELA MAHARAJA,Rembau,PEKAN CHEMBONG,"71,300",114
1106,TAMAN DATO ‘ SEDIA RAJA,Rembau,PEKAN CHEMBONG,"71,300",187
1107,TAMAN CHEMBONG JAYA,Rembau,PEKAN CHEMBONG,"71,300",309
1108,TAMAN SERI BIDARA,Rembau,CHENGKAU,"71,350",30
1109,TAMAN KOTA INDAH,Rembau,GADONG,"71,350",77
1110,TAMAN GADONG,Rembau,GADONG,"71,350",49
1111,TAMAN SRI KOTA,Rembau,GADONG,"71,350",103
1112,TAMAN SALAM NADIAH,Rembau,GADONG,"71,350",151
1113,TAMAN AZIZAH,Rembau,GADONG,"71,350",3
1114,TAMAN GUNUNG TAHAN UTAMA,Rembau,GADONG,"71,350",Tiada Maklumat Setakat ini
1115,TAMAN DESA PERMAI PEDAS,Rembau,PEDAS,"71,400",196
1116,TAMAN PEDAS INDAH,Rembau,PEDAS,"71,400",426
1117,TAMAN PEDAS PERDANA,Rembau,PEKAN MERBAU SEMBILAN,"71,400",512
1118,TAMAN PINGGIRAN PEDAS,Rembau,PEDAS,"71,400",419
1119,TAMAN DESA PERMAI KUNDUR,Rembau,PEDAS,"71,400",187
1120,TAMAN AKASIA KUNDUR,Rembau,PEDAS,"71,400",50
1121,TAMAN IXORA KUNDUR,Rembau,PEDAS,"71,400",32
